Farm_ID,Current_Crop,Farm_Area(acres),Irrigation_Type,Soil_Type,Season,Previous_Crop_1,Previous_Crop_2,Previous_Crop_3,Rotation_Health_Score,Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters),Yield(tons),Organic_Matter_Content(%),Soil_pH,Chemical_Free_Days,Sustainability_Score,Fertilizer_Category,Pesticide_Category,Current_Fertilizer,Current_Pesticide,Sustainable_Recommendations
F2276,Wheat,350.74,Rain-fed,Peaty,Kharif,Rice,Potato,Potato,52.5,8.99,3.83,35868.87,95.58,1.43,7.23,273,30.88,Mixed,Chemical,DAP + Vermicompost,Chemical Herbicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2277,Wheat,41.72,Drip,Clay,Rabi,Wheat,Rice,Wheat,35.0,1.26,0.1,6531.22,12.1,1.74,6.9,139,93.74,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2278,Potato,212.47,Drip,Silty,Zaid,Maize,Soybean,Soybean,72.5,3.01,2.78,36516.31,37.64,2.44,5.59,78,53.88,Chemical,Mixed,MOP,Limited Chemical + Neem,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F2279,Tomato,457.33,Manual,Loamy,Kharif,Tomato,Soybean,Soybean,55.0,10.0,3.99,110315.19,172.93,1.21,7.35,61,11.94,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2280,Soybean,111.31,Manual,Silty,Rabi,Soybean,Maize,Soybean,65.0,1.55,1.47,29155.82,23.7,3.24,7.45,138,73.05,Organic,Chemical,Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2281,Tomato,45.83,Rain-fed,Sandy,Kharif,Wheat,Tomato,Wheat,35.0,1.55,0.65,4418.24,18.57,2.82,5.64,210,89.34,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F2282,Sugarcane,126.65,Flood,Peaty,Kharif,Sugarcane,Sugarcane,Wheat,35.0,3.27,1.03,36434.98,46.77,2.34,6.53,10,68.63,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2283,Tomato,452.5,Rain-fed,Silty,Kharif,Maize,Maize,Soybean,62.5,8.44,3.14,40311.95,238.87,4.12,5.79,256,34.65,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2284,Carrot,491.92,Rain-fed,Silty,Kharif,Maize,Wheat,Maize,52.5,10.0,3.73,56496.59,216.98,4.38,5.73,161,22.55,Organic,Chemical,Green Manure,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2285,Carrot,138.21,Sprinkler,Loamy,Kharif,Wheat,Maize,Maize,52.5,2.94,1.4,23928.63,53.83,1.63,6.46,152,70.92,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2286,Wheat,429.65,Sprinkler,Silty,Zaid,Soybean,Rice,Rice,62.5,4.56,5.0,70873.47,100.2,4.82,5.94,170,25.47,Mixed,Chemical,DAP + Vermicompost,Chemical Herbicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2287,Maize,192.14,Sprinkler,Clay,Kharif,Wheat,Wheat,Soybean,62.5,2.14,1.4,44832.35,61.22,3.58,6.29,30,66.41,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2288,Tomato,390.75,Sprinkler,Silty,Rabi,Soybean,Maize,Soybean,72.5,5.34,3.25,77329.42,192.45,3.74,6.88,157,32.3,Chemical,Organic,Urea,Herbal Pesticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2289,Barley,177.98,Sprinkler,Loamy,Kharif,Barley,Barley,Potato,35.0,3.65,2.54,31340.81,40.0,1.17,6.74,69,55.71,Mixed,Chemical,DAP + Vermicompost,Chemical Fungicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2290,Carrot,367.08,Manual,Clay,Kharif,Carrot,Carrot,Wheat,35.0,6.5,2.46,83929.54,164.81,2.7,6.82,280,33.73,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2291,Rice,492.91,Manual,Silty,Zaid,Wheat,Maize,Wheat,52.5,10.0,2.7,128167.56,157.15,2.66,5.65,39,19.19,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2292,Soybean,152.26,Drip,Peaty,Kharif,Soybean,Soybean,Wheat,65.0,3.85,1.45,26343.77,25.57,2.67,6.03,130,66.55,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2293,Soybean,316.71,Sprinkler,Sandy,Zaid,Soybean,Rice,Wheat,72.5,4.18,3.15,66738.59,53.46,3.2,6.0,32,38.83,Mixed,Mixed,NPK + Bio-fertilizer,Integrated Pest Management,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2294,Carrot,376.92,Flood,Silty,Rabi,Carrot,Maize,Wheat,52.5,9.79,5.0,100697.37,152.2,4.14,7.31,66,8.51,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2295,Cotton,340.9,Flood,Clay,Zaid,Soybean,Wheat,Wheat,62.5,6.79,2.59,82786.66,57.03,1.3,6.99,43,32.15,Mixed,Chemical,DAP + Vermicompost,Chemical Fungicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2296,Cotton,107.48,Manual,Sandy,Kharif,Cotton,Cotton,Soybean,45.0,1.01,0.65,28773.76,17.25,4.27,6.1,150,82.47,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2297,Soybean,366.46,Rain-fed,Sandy,Rabi,Soybean,Wheat,Wheat,55.0,10.0,1.89,31609.15,71.05,3.4,6.79,180,44.93,Chemical,Organic,NPK,Biological Control,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2298,Carrot,215.05,Sprinkler,Sandy,Rabi,Maize,Carrot,Soybean,62.5,3.32,1.81,39571.93,94.89,1.61,6.76,88,60.61,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2299,Maize,489.36,Sprinkler,Clay,Zaid,Wheat,Potato,Maize,52.5,10.0,4.89,86455.87,149.58,4.72,5.88,260,10.99,Chemical,Organic,Urea,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2300,Barley,355.41,Flood,Peaty,Zaid,Barley,Soybean,Potato,62.5,7.15,2.79,95746.09,65.05,1.09,5.65,335,27.75,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2301,Cotton,229.74,Flood,Loamy,Zaid,Cotton,Cotton,Cotton,17.5,7.04,3.13,69741.03,34.59,1.82,7.37,26,30.04,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2302,Carrot,166.85,Sprinkler,Silty,Rabi,Soybean,Maize,Maize,62.5,3.31,2.23,37989.51,68.12,4.14,7.5,123,57.19,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2303,Wheat,48.89,Sprinkler,Sandy,Kharif,Potato,Wheat,Soybean,62.5,1.62,0.69,11138.63,14.0,1.03,7.12,196,86.21,Chemical,Organic,MOP,Neem Extract,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F2304,Tomato,174.13,Sprinkler,Clay,Zaid,Soybean,Wheat,Maize,80.0,3.22,1.22,35917.6,96.16,1.36,6.09,317,67.38,Mixed,Chemical,Urea + Compost,Chemical Herbicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2305,Barley,499.27,Manual,Silty,Rabi,Potato,Potato,Potato,35.0,6.15,4.75,143705.66,127.53,1.32,7.16,16,15.58,Chemical,Organic,DAP,Neem Extract,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2306,Soybean,403.13,Sprinkler,Silty,Rabi,Soybean,Soybean,Soybean,57.5,6.69,5.0,82867.7,95.96,2.08,7.1,310,16.68,Organic,Organic,Green Manure,Herbal Pesticides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2307,Potato,106.48,Drip,Peaty,Kharif,Soybean,Potato,Potato,45.0,0.76,0.98,14594.53,23.37,3.7,6.31,62,85.45,Mixed,Chemical,Urea + Compost,Synthetic Insecticides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2308,Barley,91.19,Sprinkler,Loamy,Zaid,Potato,Potato,Maize,52.5,3.66,0.58,20855.73,18.54,3.19,6.16,96,76.8,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F2309,Rice,141.83,Flood,Silty,Zaid,Maize,Wheat,Rice,52.5,2.3,0.69,49700.53,40.53,4.21,5.81,84,70.62,Organic,Chemical,Green Manure,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2310,Sugarcane,372.9,Manual,Loamy,Rabi,Wheat,Wheat,Potato,52.5,9.27,2.13,109080.29,113.01,2.48,6.45,338,28.09,Chemical,Mixed,DAP,Limited Chemical + Neem,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2311,Potato,495.43,Drip,Sandy,Kharif,Potato,Soybean,Soybean,55.0,7.34,5.0,85532.7,104.4,2.61,5.56,276,14.77,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F2312,Cotton,96.4,Manual,Clay,Zaid,Cotton,Soybean,Cotton,45.0,2.39,0.63,26459.69,17.32,3.32,5.6,318,78.78,Chemical,Mixed,Urea,Integrated Pest Management,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2313,Rice,284.31,Manual,Loamy,Rabi,Maize,Rice,Maize,35.0,3.51,2.96,81155.26,105.72,4.82,6.86,78,39.45,Mixed,Chemical,Urea + Compost,Chemical Fungicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2314,Sugarcane,402.67,Manual,Sandy,Rabi,Wheat,Potato,Wheat,52.5,10.0,2.69,81547.66,191.8,1.95,6.41,252,24.14,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2315,Cotton,476.73,Flood,Loamy,Kharif,Cotton,Soybean,Soybean,55.0,6.91,3.94,131221.43,67.69,4.25,6.31,268,17.78,Mixed,Organic,Urea + Compost,Neem Extract,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2316,Tomato,224.07,Drip,Peaty,Kharif,Maize,Tomato,Maize,35.0,5.31,2.08,38995.28,122.63,3.44,7.41,122,51.8,Organic,Chemical,Green Manure,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2317,Barley,281.15,Rain-fed,Clay,Zaid,Potato,Barley,Potato,35.0,4.87,3.31,27072.88,54.67,4.14,7.14,3,47.47,Chemical,Mixed,Urea,Limited Chemical + Neem,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2318,Tomato,68.47,Rain-fed,Peaty,Kharif,Tomato,Wheat,Wheat,35.0,1.21,0.74,7206.82,39.54,1.08,6.12,235,88.41,Mixed,Chemical,DAP + Vermicompost,Chemical Herbicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2319,Potato,433.78,Rain-fed,Silty,Zaid,Potato,Maize,Maize,35.0,6.08,3.79,43716.68,111.09,2.39,6.8,115,34.89,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2320,Wheat,293.6,Drip,Peaty,Rabi,Wheat,Rice,Potato,52.5,8.38,3.46,45955.88,86.99,4.42,6.49,128,30.85,Chemical,Organic,NPK,Neem Extract,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2321,Maize,25.51,Flood,Peaty,Rabi,Potato,Potato,Wheat,52.5,0.5,0.12,8989.0,11.23,4.25,5.67,289,95.32,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2322,Barley,252.95,Drip,Sandy,Kharif,Maize,Barley,Barley,35.0,7.76,1.71,37610.09,44.04,3.54,6.96,355,49.29,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F2323,Maize,380.03,Flood,Peaty,Kharif,Wheat,Potato,Maize,52.5,9.25,5.0,120469.24,126.4,2.33,6.99,257,7.34,Chemical,Organic,Urea,Herbal Pesticides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2324,Carrot,90.94,Flood,Sandy,Rabi,Carrot,Wheat,Wheat,35.0,1.42,1.64,24300.02,22.65,1.61,7.13,145,73.71,Organic,Chemical,Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2325,Potato,219.89,Manual,Silty,Kharif,Wheat,Wheat,Maize,52.5,6.32,1.68,62590.25,63.04,1.23,6.51,290,46.08,Chemical,Organic,MOP,Biological Control,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2326,Carrot,132.74,Rain-fed,Peaty,Rabi,Maize,Maize,Carrot,35.0,3.75,1.84,13850.33,43.12,3.94,5.96,355,67.96,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F2327,Rice,327.13,Flood,Loamy,Kharif,Wheat,Wheat,Legumes,62.5,8.72,3.22,116508.67,104.22,2.16,6.29,76,19.44,Mixed,Organic,Urea + Compost,Biological Control,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2328,Sugarcane,473.81,Flood,Clay,Kharif,Potato,Soybean,Soybean,72.5,10.0,3.33,123161.75,197.83,3.46,6.91,179,14.89,Organic,Chemical,Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2329,Cotton,265.36,Flood,Silty,Zaid,Maize,Maize,Wheat,52.5,4.65,3.81,91993.95,45.65,2.09,6.09,332,28.51,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2330,Barley,277.83,Drip,Clay,Zaid,Soybean,Potato,Maize,80.0,6.37,3.05,35893.04,66.26,1.52,6.12,156,41.52,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F2331,Cotton,434.21,Manual,Sandy,Rabi,Cotton,Wheat,Soybean,62.5,7.27,2.59,123586.94,81.29,3.56,7.19,109,26.58,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2332,Wheat,338.23,Drip,Silty,Zaid,Wheat,Rice,Soybean,62.5,9.53,1.59,58536.36,62.69,3.24,6.06,230,41.25,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2333,Soybean,469.78,Sprinkler,Clay,Kharif,Maize,Wheat,Maize,62.5,9.59,4.81,103009.22,111.59,4.31,6.03,86,11.17,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2334,Potato,408.88,Manual,Clay,Rabi,Soybean,Potato,Soybean,55.0,7.56,4.77,97246.07,123.99,4.71,7.09,246,15.48,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2335,Maize,414.58,Manual,Sandy,Kharif,Soybean,Soybean,Wheat,72.5,10.0,2.84,89455.48,154.22,3.66,6.01,45,21.87,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2336,Soybean,190.41,Flood,Peaty,Kharif,Soybean,Rice,Rice,55.0,1.57,3.16,61721.29,38.2,2.95,6.69,220,48.66,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Fungicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2337,Potato,347.69,Manual,Silty,Rabi,Soybean,Soybean,Wheat,72.5,6.59,4.14,102946.68,61.59,4.64,6.86,133,19.79,Mixed,Mixed,Urea + Compost,Integrated Pest Management,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2338,Rice,244.72,Flood,Clay,Rabi,Legumes,Wheat,Legumes,72.5,6.07,1.55,65683.34,90.59,1.32,7.47,297,47.09,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2339,Potato,313.83,Drip,Silty,Zaid,Wheat,Potato,Soybean,62.5,9.25,2.73,45247.3,97.23,2.91,6.98,202,34.93,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2340,Rice,84.81,Flood,Sandy,Kharif,Wheat,Wheat,Maize,52.5,2.4,1.31,22511.6,19.19,2.25,5.57,110,73.99,Mixed,Mixed,DAP + Vermicompost,Integrated Pest Management,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2341,Soybean,289.68,Rain-fed,Sandy,Rabi,Rice,Rice,Wheat,62.5,6.03,1.77,24814.1,40.92,4.84,6.38,279,57.61,Chemical,Mixed,DAP,Limited Chemical + Neem,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2342,Wheat,344.47,Rain-fed,Silty,Kharif,Rice,Rice,Wheat,35.0,10.0,2.2,35471.02,107.76,3.13,7.23,290,40.37,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Fungicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2343,Wheat,118.58,Drip,Peaty,Zaid,Rice,Rice,Potato,52.5,1.42,1.06,20226.51,32.39,1.01,7.28,361,80.32,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2344,Barley,475.66,Sprinkler,Sandy,Rabi,Soybean,Barley,Potato,62.5,7.69,3.69,93484.29,93.11,2.71,6.97,307,20.78,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2345,Barley,176.07,Drip,Sandy,Rabi,Barley,Maize,Maize,35.0,4.68,1.94,30361.5,38.41,2.24,6.19,229,58.42,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2346,Wheat,283.67,Sprinkler,Peaty,Kharif,Potato,Rice,Wheat,52.5,4.76,2.64,67689.2,61.51,3.8,6.74,364,40.87,Mixed,Organic,DAP + Vermicompost,Neem Extract,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2347,Cotton,469.09,Flood,Peaty,Zaid,Soybean,Wheat,Soybean,72.5,4.22,5.0,120351.99,67.24,2.03,6.37,117,19.86,Organic,Mixed,Vermicompost,Integrated Pest Management,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2348,Sugarcane,423.45,Flood,Silty,Rabi,Potato,Sugarcane,Wheat,52.5,9.89,5.0,152254.47,176.63,3.92,5.79,237,5.19,Mixed,Chemical,Urea + Compost,Chemical Herbicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2349,Tomato,338.78,Rain-fed,Loamy,Rabi,Maize,Soybean,Maize,62.5,6.29,1.81,28495.2,175.57,4.28,5.88,329,55.23,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2350,Sugarcane,100.91,Sprinkler,Silty,Kharif,Soybean,Sugarcane,Sugarcane,45.0,2.16,1.23,23411.01,39.47,1.1,6.77,194,75.38,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2351,Rice,318.98,Rain-fed,Sandy,Zaid,Wheat,Rice,Maize,52.5,6.62,3.65,33834.11,92.75,4.93,6.64,202,37.72,Mixed,Chemical,Urea + Compost,Chemical Fungicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2352,Maize,492.83,Manual,Peaty,Zaid,Potato,Potato,Maize,35.0,9.42,4.27,126683.14,144.79,4.55,6.78,102,11.44,Organic,Chemical,Green Manure,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2353,Soybean,191.15,Manual,Loamy,Rabi,Maize,Wheat,Maize,62.5,4.93,3.07,49873.85,46.43,1.61,6.13,334,41.19,Mixed,Chemical,Urea + Compost,Synthetic Insecticides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2354,Potato,334.16,Sprinkler,Peaty,Zaid,Wheat,Soybean,Potato,62.5,6.58,4.09,58578.46,75.62,4.06,5.7,332,28.0,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2355,Maize,314.71,Sprinkler,Peaty,Rabi,Potato,Soybean,Soybean,72.5,5.2,4.75,62230.88,124.74,1.78,6.34,256,28.26,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2356,Rice,405.95,Manual,Clay,Rabi,Rice,Legumes,Legumes,55.0,5.05,5.0,92343.64,139.33,3.09,5.91,191,20.09,Chemical,Organic,NPK,Herbal Pesticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F2357,Maize,278.28,Sprinkler,Clay,Zaid,Potato,Wheat,Potato,52.5,6.06,2.9,61698.03,78.13,3.99,7.23,272,36.22,Chemical,Mixed,Urea,Integrated Pest Management,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F2358,Sugarcane,487.85,Flood,Sandy,Kharif,Potato,Sugarcane,Sugarcane,35.0,10.0,3.74,155398.47,154.29,2.77,6.38,96,11.08,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F2359,Tomato,76.6,Sprinkler,Clay,Kharif,Tomato,Wheat,Wheat,35.0,0.96,1.67,12858.44,37.0,1.46,5.62,351,79.23,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Herbicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2360,Sugarcane,92.27,Flood,Loamy,Kharif,Soybean,Sugarcane,Soybean,55.0,2.53,0.7,24205.92,41.96,4.03,6.16,213,78.37,Mixed,Chemical,Urea + Compost,Chemical Herbicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F2361,Wheat,72.38,Rain-fed,Sandy,Rabi,Rice,Potato,Rice,52.5,1.14,0.4,8604.76,12.82,2.86,6.53,107,90.96,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F2362,Carrot,121.22,Flood,Silty,Rabi,Wheat,Wheat,Wheat,35.0,2.84,0.87,37052.57,39.5,2.62,6.46,100,71.25,Mixed,Mixed,DAP + Vermicompost,Integrated Pest Management,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
